,Time,Latitude,Longitude,Bitrate,DISTANCE_CENTER,DISTANCE_AP_RUESTHALLE,DISTANCE_AP_GARAGE
0,10:13:10.999000,52.316118837,10.561374104,45.3,39.32127658534425,23.254977976049336,79.86481802772876
1,10:13:10.999000,52.316118837,10.561374104,24.9,39.32127658534425,23.254977976049336,79.86481802772876
2,10:13:10.999000,52.316118837,10.561374104,19.8,39.32127658534425,23.254977976049336,79.86481802772876
3,10:13:11.999000,52.316119023,10.561375049,22.4,39.28872796559799,23.301341042083628,79.81748761417306
4,10:13:12.999000,52.316119804,10.561376716,43.3,39.26633083708056,23.428798712927865,79.75766429311182
5,10:13:13.999000,52.316118459,10.561390347,85.0,38.49461508799424,23.71343709276718,78.8669103393326
6,10:13:14.999000,52.316112736,10.561418379,52.4,36.6954386534888,24.124772508694406,76.88178464970245
7,10:13:15.999000,52.316097912,10.561451124,10.5,33.95978517292752,24.095860927874526,74.13393794281716
8,10:13:16.999000,52.316073585,10.561471127,21.0,31.067148314807678,23.025101600624883,71.67658340885127
9,10:13:17.999000,52.316046933,10.561477812,21.0,28.70109556094455,21.436164342183677,69.97883996968496
10,10:13:18.999000,52.316022102,10.561479062,31.5,26.881651899013445,19.95376499059878,68.79074152814424
11,10:13:19.999000,52.315998234,10.561480257,31.5,25.295061451423816,18.803355407442123,67.73588622243808
12,10:13:20.999000,52.3159739,10.561485937,31.5,23.603875808383638,18.255324521347315,66.46368399987914
13,10:13:21.999000,52.315949377,10.561503499,31.5,21.36389233143958,18.910557435825115,64.49842071154875
14,10:13:22.999000,52.315930197,10.561538827,31.5,18.35212467072494,21.19639095097474,61.59548524657595
15,10:13:23.999000,52.315919288,10.561592709,21.0,14.483012440574432,24.89933122217563,57.73130273455741
16,10:13:25.999000,52.315904902,10.561733513,10.5,5.176779597752519,34.585647396652995,48.05370580265966
17,10:13:26.999000,52.315899895,10.561810619,21.0,2.9177444724190025,39.871811436583044,42.86010501572973
18,10:13:27.999000,52.315893888,10.561894157,10.5,7.179684082533524,45.60496640815061,37.24178308587794
19,10:13:28.999000,52.315887709,10.561980975,10.5,12.884729899102583,51.56320854544956,31.45046372719419
20,10:13:29.999000,52.315882385,10.562060792,10.5,18.2755090608096,57.03764235761192,26.209655125513667
21,10:13:30.999000,52.315876883,10.562131657,10.5,23.094441533880346,61.90636510999007,21.612668307546908
22,10:13:31.999000,52.315872617,10.562201655,10.5,27.87019028639117,66.7032970263437,17.2943738448796
23,10:13:33.999000,52.315864821,10.562336072,10.5,37.054912807989616,75.91062249033213,10.309897414857812
24,10:13:34.999000,52.315860594,10.562399989,21.0,41.42824238063849,80.2943688230809,8.550168736076612
25,10:13:35.999000,52.315855178,10.562462918,10.5,45.742832044627775,84.62400199009268,8.703580269868203
26,10:13:37.999000,52.315845892,10.562592158,63.0,54.60034218722428,93.49638646872563,14.203396028991307
27,10:13:38.999000,52.315841539,10.562659309,73.4,59.201052081834376,98.10114564395671,18.166916094394637
28,10:13:39.999000,52.315836851,10.562728975,83.9,63.975997315010346,102.88029862161989,22.53304262647144
29,10:13:40.999000,52.31583177,10.562801108,83.9,68.92247266850299,107.8312649616136,27.19562737399432
30,10:13:41.999000,52.315825473,10.562872901,41.9,73.8566645618711,112.77308121717684,31.90246993300814
31,10:13:42.999000,52.315819273,10.562943964,83.9,78.74181545201286,117.66458759862445,36.62390050175541
32,10:13:43.999000,52.315813142,10.563014883,73.4,83.61768024334036,122.54578700006068,41.37647250794819
33,10:13:44.999000,52.315807321,10.563086134,83.9,88.51402486300663,127.44601963509159,46.181047502944075
34,10:13:45.999000,52.315801906,10.563158565,83.9,93.487103703984,132.42149965116582,51.08629134535873
35,10:13:46.999000,52.315796881,10.563231103,52.4,98.46385087098759,137.39958273427283,56.012401605990384
36,10:13:47.999000,52.3157915,10.56330393,21.0,103.46395231456,142.40154512380897,60.96611922261173
37,10:13:48.999000,52.315786258,10.563375469,52.4,108.37537257612495,147.31453778427704,65.83940041307336
38,10:13:49.999000,52.315779947,10.563446126,21.0,113.23823527267297,152.18076613263716,70.65872884687161
39,10:13:50.999000,52.315775115,10.563519249,21.0,118.2532710982352,157.19618405706262,75.6502839400569
40,10:13:51.999000,52.315769906,10.56359276,10.5,123.29868832972696,162.24250477594006,80.67206249017943
41,10:13:52.999000,52.315765079,10.563667675,10.5,128.43538761472968,167.37932741218088,85.79139329920207
42,10:13:53.999000,52.315760245,10.563742203,10.5,133.54590951908432,172.49000777768842,90.8863490935994
43,10:13:54.999000,52.31575549,10.563814805,10.5,138.5248719807448,177.46917704437823,95.85142266043394
44,10:14:02.999000,52.315720213,10.564358553,10.5,175.81124480568116,214.75634003310262,133.0686038884028
