,Time,Latitude,Longitude,Bitrate,DISTANCE_CENTER,DISTANCE_AP_RUESTHALLE,DISTANCE_AP_GARAGE
0,10:09:47.998000,52.315978908,10.56111492,123.0,47.63739138939797,9.438298047571273,90.94014963825767
1,10:09:47.998000,52.315978908,10.56111492,94.3,47.63739138939797,9.438298047571273,90.94014963825767
2,10:09:47.998000,52.315978908,10.56111492,93.8,47.63739138939797,9.438298047571273,90.94014963825767
3,10:09:48.998000,52.315977272,10.56111501,94.4,47.58799843605541,9.329446891132495,90.89094501079686
4,10:09:49.998000,52.31597583,10.561115154,94.4,47.54071048254716,9.23174202945046,90.84356910101589
5,10:09:50.998000,52.315974444,10.561115299,94.4,47.49528997148787,9.139134185338708,90.79784085159828
6,10:09:51.998000,52.315972961,10.561115299,83.9,47.457502942562556,9.050902283021411,90.7594704340476
7,10:09:52.998000,52.315971657,10.561115325,94.4,47.42299860451199,8.97359223038615,90.72424052627514
8,10:09:53.998000,52.315970409,10.561115352,94.4,47.39022790344683,8.901064447115507,90.69058767708093
9,10:09:54.998000,52.315969243,10.561115262,94.4,47.36762473271007,8.841568564781092,90.66697884402056
10,10:09:55.998000,52.315968162,10.561115225,94.4,47.343886320641786,8.784992733896654,90.64216698323928
11,10:09:56.998000,52.315967095,10.561115044,94.4,47.3303675415214,8.739099153863387,90.62742678297342
12,10:09:57.998000,52.31596597,10.561114693,94.4,47.32711060706058,8.70192054133403,90.62269885218977
13,10:09:58.998000,52.315964859,10.561114197,94.3,47.33419201563329,8.675997653907071,90.62813703877134
14,10:09:59.998000,52.315963732,10.561113674,94.4,47.343053859966226,8.652782295242483,90.63515912773953
15,10:10:00.998000,52.315962604,10.56111298,94.4,47.36366749515196,8.642009671674314,90.65372120482877
16,10:10:01.998000,52.315961725,10.56111234,94.4,47.3866139355071,8.641224380714144,90.67492248095965
17,10:10:02.998000,52.315961369,10.561111582,94.4,47.42929805905094,8.672411066053236,90.71674334426426
18,10:10:03.998000,52.31596144,10.561110735,94.4,47.487470071651636,8.728480431678236,90.7748386495426
19,10:10:04.998000,52.315961248,10.561109977,94.4,47.53384736534276,8.767367043864299,90.82065071399549
20,10:10:05.998000,52.315961013,10.561108904,94.4,47.6003459987056,8.82432693848404,90.88640718860071
21,10:10:06.998000,52.315960613,10.561107832,94.4,47.66318160050457,8.874474862087526,90.94814702226905
22,10:10:07.998000,52.315960224,10.561106444,94.4,47.74745807848357,8.945587481171504,91.03123232718997
23,10:10:08.998000,52.31595992,10.56110511,94.4,47.830046438818805,9.01740470331757,91.11279572881803
24,10:10:09.998000,52.315959725,10.561103776,94.4,47.915045773587046,9.094095149327051,91.19698912918633
25,10:10:10.998000,52.315959614,10.561102325,94.4,48.00971492931387,9.181897711257145,91.2909947787216
26,10:10:11.998000,52.315959571,10.561100729,94.4,48.115568143168915,9.281868845638957,91.39628923996315
27,10:10:12.998000,52.315959514,10.561099278,83.9,48.21143221362109,9.372232530781465,91.49159955241394
28,10:10:13.998000,52.315959388,10.5610978,94.4,48.307641136470906,9.46184320381408,91.58708063894
29,10:10:14.998000,52.315959357,10.561096295,94.4,48.407704293959085,9.557036311146545,91.68662334222392
30,10:10:15.998000,52.315959255,10.561094763,94.4,48.50807630482897,9.651448369300217,91.78629333493718
31,10:10:16.998000,52.315959112,10.561093087,94.4,48.61724057633868,9.753823311801565,91.89460442125821
32,10:10:17.998000,52.31595909,10.561091095,94.4,48.75014422080352,9.881254994364848,92.02684338342843
33,10:10:18.998000,52.315958848,10.561089104,94.4,48.87837427018676,10.000959717250552,92.15385499628202
34,10:10:19.998000,52.315958523,10.56108723,94.4,48.99709106806453,10.110665249514701,92.27115548913723
35,10:10:20.998000,52.315958242,10.561085671,94.4,49.09568736398106,10.201984586923661,92.36852273380514
36,10:10:21.998000,52.315957866,10.561084545,94.4,49.163360302881294,10.262345067308337,92.43483393107674
37,10:10:22.998000,52.315957326,10.561083418,94.4,49.2278047530325,10.317765815267556,92.49744034287943
38,10:10:23.998000,52.315956469,10.561082382,94.4,49.2798352998328,10.35777873343069,92.54671624349905
39,10:10:24.998000,52.315956001,10.561081454,94.4,49.33264349298859,10.403863532126636,92.5978480645008
40,10:10:25.998000,52.315955754,10.561080697,94.4,49.37847256187417,10.445886079981136,92.64268295205561
41,10:10:26.998000,52.315955578,10.561079966,94.3,49.42399874830678,10.488500589687384,92.68742497013548
42,10:10:27.998000,52.315955583,10.561079433,94.4,49.45985781698741,10.523639010198256,92.72310756300224
43,10:10:28.998000,52.315955643,10.561078901,94.4,49.49674587611857,10.560371941718374,92.75998380968078
44,10:10:29.998000,52.315955832,10.561078737,94.3,49.511517752686416,10.576836126876737,92.77525975093721
