,Time,Latitude,Longitude,Bitrate,DISTANCE_CENTER,DISTANCE_AP_RUESTHALLE,DISTANCE_AP_GARAGE
0,10:17:00.251000,52.315663353,10.561614035,14.9,26.62390493433936,39.66565839225141,55.915394856203
1,10:17:01.251000,52.315679045,10.561617153,42.2,24.982075450538133,38.52320218089461,55.314188438124575
2,10:17:02.251000,52.315695694,10.561623025,44.8,23.17090022460737,37.488889289966004,54.55894434384137
3,10:17:03.251000,52.315714503,10.561632651,38.1,21.03572606009575,36.55762145643509,53.57144998962739
4,10:17:04.251000,52.315734634,10.561645193,31.3,18.682551530769825,35.804787873365754,52.44354115407348
5,10:17:05.251000,52.315757237,10.561665736,69.9,15.8100740640748,35.50534629344624,50.84143866184992
6,10:17:06.251000,52.315779563,10.56169555,66.7,12.62195752650842,36.011105250478,48.7235072193029
7,10:17:07.251000,52.315800118,10.561734061,93.2,9.351449845366378,37.414172784406084,46.129665097887006
8,10:17:08.251000,52.315819504,10.561777149,83.9,6.378753357482098,39.41521042146355,43.33689551474146
9,10:17:09.251000,52.31583834,10.561826306,73.4,4.766481921741952,42.05611248074516,40.26088527056015
10,10:17:10.251000,52.315854672,10.561878844,94.4,6.316779460015655,45.16792006832754,37.065297899941356
11,10:17:11.251000,52.315866924,10.561934136,41.9,9.6774106979122,48.662732204663165,33.737265667099805
12,10:17:12.251000,52.31587308,10.561990743,10.5,13.488717165732956,52.39834680026908,30.260179546204718
13,10:17:13.251000,52.315874408,10.562046679,21.0,17.30018612267887,56.17027701195096,26.740661394735422
14,10:17:14.251000,52.315872056,10.562101089,21.0,21.0142754728974,59.88712638592643,23.23301619748243
15,10:17:15.251000,52.315868523,10.562155086,10.5,24.705955105580948,63.59029788563886,19.764707317214043
16,10:17:16.251000,52.315864775,10.562207849,21.0,28.317601518842732,67.21238682912531,16.45672267374317
17,10:17:17.251000,52.315860961,10.562258711,10.5,31.802563504715817,70.70641246302758,13.408078432922764
18,10:17:18.251000,52.315857229,10.562308348,10.5,35.20544724223855,74.11643316814278,10.698127873053624
19,10:17:19.251000,52.315852972,10.562356887,21.0,38.53876255465148,77.45849878501691,8.486482334749649
20,10:17:23.251000,52.31583611,10.562553647,10.5,52.0608304169482,91.00229404886113,11.383325994828985
21,10:17:26.251000,52.315829323,10.562667927,10.5,59.89007771359734,98.83074225223024,18.29773074289706
22,10:17:27.251000,52.315827537,10.56269969,10.5,62.065187782296476,101.00535476116637,20.34036448668672
23,10:17:29.251000,52.315830478,10.562784846,21.0,67.82697132623028,106.74289312026197,26.080061484909187
24,10:17:30.251000,52.315839501,10.562820694,10.5,70.19974287690361,109.07731885861524,28.679564841899605
25,10:17:34.251000,52.315920183,10.562883781,10.5,74.54651904010758,112.91879075073201,35.68600305211575
26,10:17:35.251000,52.315941944,10.562887166,52.4,74.97497981409171,113.15211968430057,36.982550454264796
27,10:17:36.251000,52.315956622,10.562888713,10.5,75.25713779281968,113.28852735779427,37.87693588305918
28,10:17:37.251000,52.315964956,10.562889305,31.5,75.41332156131087,113.35690436476116,38.38990847063931
29,10:17:38.251000,52.315968517,10.562889633,41.9,75.48850872935921,113.39353946617209,38.618155111142954
30,10:17:39.251000,52.315976087,10.562890442,41.9,75.66254793562942,113.4836029331144,39.11870038917924
31,10:17:40.251000,52.315990252,10.56289226,21.0,76.03277873166275,113.68948768662969,40.1033056794668
32,10:17:41.251000,52.316006468,10.562895679,21.0,76.58411544700391,114.04263307809583,41.349051586844546
33,10:17:42.251000,52.316035613,10.562901894,21.0,77.67703763866365,114.75189885525036,43.69298578212838
34,10:17:46.251000,52.316243584,10.562946249,10.5,88.64453532544341,122.25820734455172,62.86897306035581
