,Time,Latitude,Longitude,Bitrate,Latency,DISTANCE_CENTER,DISTANCE_AP_RUESTHALLE,DISTANCE_AP_GARAGE
28,11:37:45.248000,52.315939228,10.561789773,83.9,33.0,7.039031922332055,38.323019594842144,45.6865175223983
29,11:37:46.248000,52.315945195,10.561723863,41.9,37.2,9.028375788987951,33.85687078368199,50.11031381102628
30,11:37:47.248000,52.315949445,10.561661297,31.5,30.0,12.143017690496452,29.627145562922564,54.27435433231958
31,11:37:48.248000,52.315941782,10.561603278,41.9,44.3,14.864932605746063,25.62507430386696,57.746916894636186
32,11:37:49.248000,52.315916742,10.5615601,10.5,49.6,16.516638237727932,22.695062750782675,59.810312434322746
33,11:37:50.248000,52.315879975,10.561543979,21.0,90.9,16.98739173008754,22.255107199305442,60.01496000663396
34,11:37:51.248000,52.315840131,10.561551922,21.0,149.0,16.917537308167432,24.24751323338359,58.84788944223805
35,11:37:52.248000,52.315798146,10.56156865,0.0,50.6,17.581686490642642,27.475490543685673,57.39636541089614
36,11:37:53.248000,52.315755718,10.561587253,0.0,70.8,19.390596673751045,31.245411009489484,56.1943866796221
37,11:37:54.248000,52.315712035,10.561602452,0.0,544.0,22.39924503199131,35.21776379423908,55.64891428222578
38,11:37:55.248000,52.315667281,10.561608032,0.0,113.0,26.429123859849,39.06702812876666,56.21027588074886
39,11:37:56.248000,52.315622726,10.561608234,10.5,16.4,30.871001416197437,42.911479961197315,57.545215013618524
40,11:37:57.248000,52.315578325,10.561602167,0.0,130.0,35.588018423712626,46.71591331212221,59.65402548519327
41,11:37:58.248000,52.31553133,10.561594482,0.0,34.0,40.671736111944,50.91678472128163,62.316322312612044
42,11:37:59.248000,52.315485111,10.5615855,0.0,89.9,45.73936789625314,55.181740742625315,65.3258971309153
43,11:38:00.248000,52.315438848,10.561575157,0.0,310.0,50.86123045481155,59.559316029938095,68.674646780802
44,11:38:01.248000,52.315389161,10.561569503,0.0,,56.27539436641031,64.52983119802815,72.218507842756
45,11:38:02.248000,52.315343665,10.561559284,0.0,,61.34141912456628,69.04409590257269,75.93653829227792
46,11:38:03.248000,52.315293803,10.561550793,0.0,,66.85545171635879,74.1351882145213,80.0523085787031
47,11:38:04.248000,52.315236218,10.56155068,0.0,,73.08338790604118,80.2743242211107,84.55390120098004
48,11:38:05.248000,52.315173845,10.561550917,0.0,,79.85617641075012,86.97383060111503,89.67571050006367
49,11:38:06.248000,52.315110672,10.561547666,0.0,,86.78843674679182,93.73934160226678,95.24544262893431
50,11:38:07.248000,52.315050259,10.561546314,0.0,,93.41025892673875,100.26958381002993,100.67306280176723
51,11:38:08.248000,52.314996749,10.561545322,0.0,,99.28441966711087,106.0766296925199,105.59722020786324
