,Time,Latitude,Longitude,Bitrate,Latency,DISTANCE_CENTER,DISTANCE_AP_RUESTHALLE,DISTANCE_AP_GARAGE
0,11:33:04.251000,52.315947079,10.561329026,104.0,2.39,32.613592502206,7.146630019731877,75.91617241692701
1,11:33:05.251000,52.315947762,10.561329207,94.4,36.0,32.62013879183654,7.179079568921473,75.92239172859801
2,11:33:06.251000,52.315948502,10.561329558,94.4,18.5,32.61720028588005,7.225124183525029,75.91896638460132
3,11:33:07.251000,52.315949158,10.561329622,83.9,43.2,32.63110495518237,7.250433126810638,75.932364030972
4,11:33:08.251000,52.315949714,10.561329605,94.4,70.9,32.64771614836271,7.26775883477515,75.9484856320766
5,11:33:09.251000,52.315950382,10.561329759,94.4,83.1,32.65631093589381,7.3005200014601295,75.95638094033266
6,11:33:10.251000,52.315950814,10.561329715,94.4,79.1,32.671428701347445,7.3127499600875785,75.97102124972666
7,11:33:11.251000,52.315951176,10.561329409,94.4,96.9,32.70188806121351,7.305851907299981,76.00110516696424
8,11:33:12.251000,52.315951401,10.561329221,94.4,71.0,32.72069281737473,7.301844590706249,76.01966636375559
9,11:33:13.251000,52.315951446,10.561329006,94.4,77.3,32.736148190498106,7.289623868364601,76.0351079484743
10,11:33:14.251000,52.315951299,10.561328674,94.4,76.5,32.75384371573513,7.262880853052785,76.05305276956564
11,11:33:15.251000,52.3159511,10.561328513,94.4,82.0,32.75880207164052,7.245297690528144,76.05828178675132
12,11:33:16.251000,52.31595064,10.561329018,94.4,83.6,32.712471913851786,7.261534635691223,76.01238724525676
13,11:33:17.251000,52.315948762,10.561338884,94.4,85.3,32.00868025046999,7.844476737657501,75.30894909559834
14,11:33:18.251000,52.315946797,10.561358668,94.4,45.3,30.648381097065617,9.104617553981155,73.94725976790633
15,11:33:19.251000,52.315945955,10.561391286,73.4,83.6,28.47876327914875,11.275684733676515,71.76918114033103
16,11:33:20.251000,52.315945033,10.56143538,94.4,71.7,25.56852942845642,14.24055242195034,68.83595423100383
17,11:33:21.251000,52.315943258,10.561485475,83.9,85.2,22.26662142255203,17.61998563914578,65.48988078669721
18,11:33:22.251000,52.31594041,10.561543615,62.9,32.7,18.454990344245854,21.55403623501684,61.592050896057025
19,11:33:23.251000,52.315936614,10.561607784,62.9,86.6,14.318577226189094,25.909251355495016,57.28115114163527
