,Time,Latitude,Longitude,Bitrate,Latency,DISTANCE_CENTER,DISTANCE_AP_RUESTHALLE,DISTANCE_AP_GARAGE
42,11:42:38.248000,52.3159154,10.561985407,62.9,67.2,13.83399377289986,51.675782811393695,32.436829836059744
43,11:42:39.248000,52.315920053,10.561902988,83.9,120.0,8.960242223382968,46.04310198914353,37.74414995136643
44,11:42:40.248000,52.315925065,10.561820746,31.5,52.1,5.778196905696618,40.42515388355735,43.14036424452602
45,11:42:41.248000,52.315929009,10.561737794,83.9,39.4,6.997505288304229,34.764810182580725,48.597102642180694
46,11:42:42.248000,52.315934738,10.561654849,83.9,48.4,11.466223741418636,29.11309793677427,54.15924545832598
47,11:42:43.248000,52.315943909,10.561573468,52.4,54.1,16.76963960334115,23.609450697350905,59.7567825112514
48,11:42:44.248000,52.315957853,10.561494738,10.5,24.1,22.28572115112559,18.451941174436307,65.34423443615212
49,11:42:45.248000,52.315974521,10.56141904,21.0,22.3,27.758168206741733,13.937809728716392,70.82443858055768
50,11:42:46.248000,52.315990927,10.561346755,10.5,9.32,33.00889175236726,10.561486143000499,76.0746932025744
51,11:42:47.248000,52.316005225,10.561277302,21.0,45.9,37.99340804559459,9.020500793333964,81.07036311129326
52,11:42:48.248000,52.316014447,10.561210964,10.5,74.2,42.57591040132259,9.468243099753662,85.69309211979115
53,11:42:49.248000,52.316023048,10.561145364,10.5,53.3,47.098185250829026,11.787969992394737,90.24899044276248
54,11:42:50.248000,52.316028808,10.561081821,10.5,63.2,51.392120636568364,14.84093248212976,94.58096125193903
55,11:42:51.248000,52.316030827,10.561023228,21.0,115.0,55.24822872890912,17.912848872877877,98.47646235066982
56,11:42:52.248000,52.316028366,10.560962292,0.0,8.76,59.13154914553292,21.16889019212453,102.40051396100154
57,11:42:54.248000,52.316010485,10.560841693,0.0,,66.57654418675237,27.824311188236088,109.8776204706863
