,Time,Latitude,Longitude,Bitrate,Latency,DISTANCE_CENTER,DISTANCE_AP_RUESTHALLE,DISTANCE_AP_GARAGE
0,11:40:05.500000,52.315904235,10.562165795,74.5,1.38,25.61562112496016,64.01576862837423,21.361793502720175
1,11:40:06.500000,52.315905672,10.562154822,48.0,15.4,24.893854686084122,63.26119575365538,22.047973557299905
2,11:40:07.500000,52.31590772,10.562134282,67.2,27.0,23.53935777045459,61.852258295317085,23.30335132250823
3,11:40:08.500000,52.315910814,10.562101209,65.2,35.9,21.3718876163836,59.585444831448655,25.34841963965309
4,11:40:09.500000,52.315914848,10.562054606,74.5,29.9,18.356091276769742,56.394371145348416,28.272866846468073
5,11:40:10.500000,52.315919372,10.561995598,88.6,32.3,14.634552518227395,52.358554557468516,32.02352595774319
6,11:40:11.500000,52.315924191,10.561926582,73.0,32.1,10.570561130546794,47.64313672703811,36.47058445049728
7,11:40:12.500000,52.315927602,10.561854144,79.2,34.5,7.0961614754510585,42.699783012426906,41.13614674267545
8,11:40:13.500000,52.315931881,10.56178021,99.1,26.3,6.278938490981145,37.65771109151272,45.99211690094984
9,11:40:14.500000,52.315938187,10.561703967,65.2,25.8,9.205749432595555,32.47063247096331,51.112488701525926
10,11:40:15.500000,52.315944906,10.561627668,75.6,34.0,13.63469896824202,27.305176668190846,56.27431795078462
11,11:40:16.500000,52.315953862,10.561551232,97.0,37.6,18.62487091255535,22.201660304994956,61.53710474859529
12,11:40:17.500000,52.315966022,10.561478673,91.7,28.2,23.66015907356363,17.5579082664181,66.66197535724994
13,11:40:18.500000,52.31597962,10.561410122,99.6,39.8,28.542343773055126,13.591555228078322,71.57543806645992
14,11:40:19.500000,52.315992672,10.561344238,83.8,34.5,33.242546001820905,10.557694496159007,76.29717021426092
15,11:40:20.500000,52.316004029,10.561279789,94.4,48.9,37.786105303536964,8.962608623812008,80.86839949561991
16,11:40:21.500000,52.316014379,10.561217297,94.4,32.8,42.170829845508685,9.417459941475961,85.27883442968007
17,11:40:22.500000,52.316021042,10.561160224,94.4,61.8,46.07062446508898,11.135068926114494,89.21490249403024
18,11:40:23.500000,52.316026487,10.561102936,94.4,71.4,49.94840412664495,13.711564223380682,93.12783767427214
19,11:40:24.500000,52.316029918,10.561046065,94.4,77.5,53.73841850272195,16.65960796184552,96.95329949462189
20,11:40:25.500000,52.316031719,10.56099125,94.4,25.0,57.35412577888238,19.71713247667833,100.59961344426347
21,11:40:26.500000,52.316029686,10.560937793,52.4,77.0,60.775130615094064,22.686858377422624,104.0506495285145
22,11:40:27.500000,52.316022967,10.56088826,21.0,83.9,63.82790180813179,25.372655296021172,107.1254580547995
23,11:40:28.500000,52.31601566,10.560840501,21.0,40.2,66.7873862267238,28.091411883068364,110.0901432258791
24,11:40:29.500000,52.316004982,10.560792016,0.0,132.0,69.75309582080949,30.87978404607767,113.0428589475923
25,11:40:30.500000,52.315987103,10.560746783,10.5,245.0,72.40839248035705,33.425345881639934,115.65038600175235
26,11:40:31.500000,52.315962723,10.560710891,0.0,352.0,74.42110558704952,35.45094841583497,117.56260846718472
27,11:40:32.500000,52.315934077,10.560689166,0.0,284.0,75.5512367380312,36.74777272534151,118.53214101972662
28,11:40:33.500000,52.315910598,10.560681557,0.0,833.0,75.89095715359674,37.32635401296478,118.70760174685324
29,11:40:34.500000,52.315900593,10.560680895,0.0,342.0,75.887755286307,37.45223594667445,118.62552713831246
30,11:40:35.500000,52.315898782,10.560682051,0.0,508.0,75.80196960590399,37.39188947069005,118.52528640980529
31,11:40:36.500000,52.315898421,10.560684854,0.0,290.0,75.60959443093786,37.20534643564101,118.33092610727276
32,11:40:37.500000,52.315905081,10.560686483,10.5,350.0,75.5266830600545,37.03190304452572,118.302581938977
33,11:40:38.500000,52.315915158,10.560685127,0.0,115.0,75.67533616215361,37.05723341718515,118.52727563118174
34,11:40:39.500000,52.315925204,10.560678708,0.0,67.0,76.18450883819882,37.46194500973314,119.10398510033338
35,11:40:40.500000,52.315932505,10.560669483,10.5,113.0,76.87415337489826,38.08824547661649,119.83691337894957
36,11:40:41.500000,52.315935806,10.560662722,10.5,203.0,77.36440157204454,38.553693704169376,120.34458591597122
37,11:40:42.500000,52.31593709,10.560659594,0.0,305.0,77.58930824855874,38.769616805597934,120.57588802067596
38,11:40:43.500000,52.315936743,10.560660037,0.0,52.1,77.55584042059519,38.738646405680285,120.54053146579626
39,11:40:44.500000,52.315934783,10.560666868,10.5,218.0,77.07297972419533,38.26925156431133,120.04869989245886
40,11:40:45.500000,52.315932327,10.560680753,0.0,174.0,76.10657952419157,37.319583202472344,119.07301355527414
41,11:40:46.500000,52.315933269,10.560708245,10.5,338.0,74.24725402033926,35.445775514817825,117.23142439883337
42,11:40:47.500000,52.315948438,10.560743311,10.5,221.0,72.03437910530117,33.11624484002719,115.12094105075096
43,11:40:48.500000,52.315977046,10.560780215,10.5,256.0,69.97459992069831,30.98148912110121,113.1976977474627
44,11:40:49.500000,52.3160045,10.560831803,21.0,308.0,67.08880808464347,28.261212043857547,110.3842538219669
45,11:40:50.500000,52.316023561,10.560902976,21.0,101.0,62.87561808051742,24.48776718185915,106.17019640646467
46,11:40:51.500000,52.316029749,10.560984868,52.4,99.6,57.70378003791317,19.952274936357565,100.95864660966343
47,11:40:52.500000,52.316026645,10.561066223,41.9,106.0,52.31947005629414,15.40638245215393,95.53176199889712
48,11:40:53.500000,52.316016681,10.56114485,52.4,100.0,46.88980281930139,11.188549586851707,90.07629909843901
49,11:40:54.500000,52.316002353,10.561221709,52.4,99.9,41.41770922060569,8.062382507516674,84.59794358845117
50,11:40:55.500000,52.315985721,10.561296743,52.4,106.0,35.97648246656307,7.772961597627765,79.1657498291625
51,11:40:56.500000,52.315968038,10.561374305,41.9,110.0,30.33345559408425,10.837733339285174,73.53671732220096
52,11:40:57.500000,52.315952727,10.561453018,31.5,119.0,24.706599532699734,15.551753733887857,67.90704243957589
53,11:40:58.500000,52.315941541,10.561533366,10.5,163.0,19.14855294874314,20.863532913277545,62.29809174179968
