,Time,Latitude,Longitude,Bitrate,Latency,DISTANCE_CENTER,DISTANCE_AP_RUESTHALLE,DISTANCE_AP_GARAGE
0,11:35:53,52.316229652,10.56073813,0.0,13.4,81.99535407654581,47.19877399540202,124.32808735253012
1,11:35:54,52.316229098,10.560738428,0.0,754.0,81.9479526743145,47.140851199026784,124.28487449911627
2,11:35:55,52.316229836,10.560745084,510.0,182.0,81.58951659091329,46.878905300063835,123.9015650372418
3,11:35:56,52.31623268,10.560759519,1.38,276.0,80.88355762859153,46.42180232057329,123.12815098661603
4,11:35:57,52.316238215,10.56077478,521.0,253.0,80.28580775097865,46.167502816339606,122.43053517718185
5,11:35:58,52.316246723,10.560789974,1.26,266.0,79.87618769557376,46.19847264602213,121.88445736342504
6,11:35:59,52.316255551,10.560800647,55.2,293.0,79.76952760835795,46.492493798993245,121.64561895833192
7,11:36:00,52.316258687,10.560803562,98.6,372.0,79.78665142949073,46.64127839953162,121.61745372180603
8,11:36:01,52.31625556,10.560800801,94.4,12.1,79.76114899722408,46.486692181552456,121.63657646799318
9,11:36:02,52.316245693,10.560793842,83.9,20.2,79.59113383568919,45.94067050009344,121.59696176512871
10,11:36:03,52.316228725,10.560793244,83.9,90.3,78.66723379241553,44.540729172957356,120.84859732415558
11,11:36:04,52.316207433,10.560813054,83.9,33.9,76.32688610752203,41.877273441160675,118.65689258874079
12,11:36:05,52.316188327,10.560852013,83.9,41.1,72.97591408306445,38.51842275232498,115.3778833156042
13,11:36:06,52.316173195,10.560904586,94.4,32.9,69.02194861031711,34.91006800538965,111.42009283764895
14,11:36:07,52.316161616,10.560964667,94.4,30.7,64.81373448116736,31.411862332022825,107.14510073278711
15,11:36:08,52.316153793,10.561026409,94.4,102.0,60.73146947512133,28.44475036741135,102.93412110594214
16,11:36:09,52.316148096,10.56108831,94.4,86.2,56.797883811552666,26.070909424960607,98.8176187033692
17,11:36:10,52.316143767,10.561149354,94.4,96.3,53.05001218336661,24.383685421530124,94.83174885216236
18,11:36:11,52.316141257,10.561208584,73.4,113.0,49.5931626268064,23.54453273461078,91.0638613337443
19,11:36:12,52.31614034,10.561265255,62.9,71.6,46.479787969482096,23.542715414982702,87.55694165286573
20,11:36:13,52.316139915,10.561316745,94.4,19.2,43.78569725110622,24.129196026156265,84.41912791053987
21,11:36:14,52.316138463,10.561364875,94.4,43.7,41.29533825961386,25.003894432530693,81.45675682939279
22,11:36:15,52.316132423,10.561409959,31.4,37.9,38.68377050374232,25.71597984472325,78.44651809993894
23,11:36:16,52.316118628,10.561449792,10.5,82.2,35.73045037257677,25.870971751296963,75.3264688536493
24,11:36:17,52.316096836,10.561476314,10.5,225.0,32.71426389557176,25.127194703670675,72.56577505552896
25,11:36:18,52.316071643,10.561487717,31.5,58.3,30.121882850551575,23.70845560893088,70.56958359311692
26,11:36:19,52.316046204,10.561489266,31.5,55.0,28.06611420938758,22.01425338733146,69.2358422076738
27,11:36:20,52.31602043,10.561484528,41.9,26.5,26.472393647796682,20.18108602328229,68.37510176556655
28,11:36:21,52.315996366,10.561480709,41.9,11.0,25.157806574451694,18.74871791308867,67.63413299760767
29,11:36:22,52.315969645,10.561497384,31.5,78.9,22.692937042726427,18.892485898813064,65.5733551333528
30,11:36:23,52.315948887,10.561540948,31.5,23.4,19.005693924662314,21.444245469264676,62.03891726265203
31,11:36:24,52.315938776,10.56160643,31.5,34.5,14.514327378491027,25.82493177386472,57.44101106061121
32,11:36:25,52.315933486,10.561676501,21.0,5.66,10.199607562470689,30.587309483879263,52.713167868367115
33,11:36:26,52.315931253,10.561748136,31.5,62.6,6.867338328489394,35.47016556354825,48.017057141358016
